1088,67
1090,08
1086,03
1079,53
1074,77
1075,17
1079,94
1084,79
1085,68
1081,88
1076,39
1074,93
1078,48
1084,33
1089,89
1089,8
1084,18
1077,36
1075,08
1077,84
1082,6
1085,8
1083,12
1075,97
1070,72
1071,15
1078,04
1086,91
1092,17
1089,14
1081,77
1076,78
1077,08
1082,64
1088,72
1089,9
1083,48
1074,7
1069,77
1072,3
1080,52
1089,06
1090,37
1084,21
1076,47
1073,9
1079,1
1087,68
1093,75
1090,73
1080,94
1070,9
1067,88
1073,97
1083,75
1089,89
1086,94
1077,76
1071,08
1072,55
1081,74
1092,5
1096,69
1090,09
1078,5
1070,09
1070,58
1080,29
1090,22
1091,56
1083,42
1071,92
1065,63
1071,46
1085,18
1096,28
1096,91
1086,49
1073,95
1068,8
1075,34
1087,4
1094,41
1089,75
1076
1063,74
1061,96
1073,77
1090,19
1098,83
1093,58
1079,4
1067,73
1068,86
1082,18
1097,04
1101,52
1090,57
1072,42
1060,38
1063,56
1079,6
1095,1
1097,65
1086,11
1069,36
1062,18
1071,8
1090,83
1104,64
1102,4
1084,87
1065,27
1058,26
1067,95
1086,62
1098,36
1094,3
1076,82
1060,27
1058,8
1075,53
1097,78
1109,3
1101,04
1079,81
1061,02
1060,85
1078,2
1098,59
1104,81
1090,34
1066,15
1051,34
1058,79
1083,29
1106,51
1110,76
1093,06
1068,36
1055,22
1065,78
1091,1
1109,58
1105,42
1081,48
1054,51
1044,54
1061,95
1091,66
1111,81
1107,48
1083,13
1056,6
1051,6
1074,37
1104,29
1119,66
1107,56
1076,63
1046,6
1044,59
1071,16
1101,23
1114,32
1100,42
1066,88
1043,07
1054,34
1086,71
1115,75
1123,82
1100,42
1059,53
1040,83
1054,73
1086,86
1113,56
1115,24
1084,48
1043,36
1034,53
1059,1
1098,45
1128,91
1129,1
1084,96
1042,83
1038,7
1064,69
1106,2
1132,63
1115,89
1059,32
1025,78
1029,51
1065,84
1116,07
1147,9
1116,54
1059,73
1030,35
1037,24
1075,2
1131,83
1152,9
1096,9
1046,75
1019,19
1021,32
1070,02
1147,85
1144,19
1095,92
1054,32
1018,76
1029,17
1105,96
1163,04
1140,89
1090,14
1037,04
1002,46
1018,2
1123,52
1162,96
1130,62
1076,2
1025,87
972,72
1050,71
1158,89
1181,54
1128,48
1085,68
984,07
946,02
1086,98
1207,83
1220,14
1205,16
1168,7
959,07
877,84
876,13
875,28
876,19
879,22
882,67
883,6
881,52
876,74
872,42
870,34
871,25
873,57
874,17
872,27
869,94
869,23
872,18
877,76
882,73
884,06
881,28
877,34
874,49
874,06
875,89
876,57
873,87
869,79
866,94
867,58
872,74
878,64
881,48
880,84
877,68
875,64
877,1
880,67
882,72
880,45
874,71
868,35
865,43
868,09
873,69
877,02
875,69
872,56
870,66
873,47
880,64
886,02
886,32
880,54
872,68
868,2
868,87
873,15
876,44
874,55
869,78
866,66
869,17
876,26
883,94
886,62
882,81
876,79
873,22
874,44
879,35
882,64
878,99
870,25
862,44
861,31
867,44
876,36
881,76
879,93
874,31
871,44
874,6
881,9
887,57
885,44
875,85
866,39
862,4
866,89
875,21
879,84
878,02
870,83
866,26
869,22
879,83
890,03
891,22
883,41
872,16
866,02
868,64
876,67
881,4
877,8
867,23
858,75
860,43
871,49
884,77
890,25
884,72
874,2
867,89
871,6
881,37
887,85
883,97
871,57
859,58
857,18
867,31
881,1
888,05
883,55
872,21
864,66
869,67
883,33
894,55
893,54
879,98
863,45
856,82
863,87
877,64
885,13
880,06
866,46
855,85
859,43
874,72
891,79
896,92
886,62
870,1
861,42
867,39
882,27
892,09
886,82
869,42
852,94
851,07
865,47
886,38
897,09
890,13
873,77
862,72
867,48
883,88
896,92
894,63
876,58
855,69
848,04
859,39
878,98
890,65
884,99
866,91
853,66
857,97
879,02
900,44
905,67
889,99
865,09
850,93
857,76
878,92
895,05
891,32
870,16
848,69
847,04
868,38
896,58
909,12
897,73
871,19
852,36
856,67
878,71
899,7
899,48
876,06
847,96
836,8
853,8
883,49
902,28
896,53
872,06
850,35
852,45
879,62
908,07
914,65
892,45
856,19
834,09
844,57
877,91
903,86
904,32
876,67
843,55
837,69
866
904,1
923,14
909,18
868,95
838,27
843,11
874,17
905,68
910,25
878,93
835,06
819,16
842,14
887,56
923,97
921,98
883,11
841,75
836,86
867,25
909,22
930,51
903,15
849,6
815,45
826,66
872,24
919,7
927,07
886,29
836,89
822,44
853,67
910,5
951,05
930,3
865,76
813,24
805,54
849,07
914,69
935,53
898,59
839,76
801,78
814,32
888,54
956,82
959,22
903,28
824,26
784,7
826,8
917,82
965,75
937,32
857,25
777,64
753,27
804,82
897,14
988,31
1073,35
1150,9
1218,08
1269,09
1285,03
1277,13
1256,84
1236,14
1216,57
1203,52
1206,23
1225,05
1249,88
1264,19
1261,71
1254,73
1252,58
1247,98
1247,64
1260,87
1268,74
1265,27
1251,7
1225,32
1202,28
1208,29
1233,48
1264,58
1290,95
1291,34
1261,98
1246,32
1244,79
1247,29
1235,44
1217,63
1204,44
1206,2
1216,22
1227,09
1226,9
1212,27
1194,86
1185,09
1194,46
1216,28
1238,44
1246,84
1237,4
1220,7
1206,73
1211,77
1226,18
1237,96
1239,14
1218,33
1195,42
1183,26
1191,28
1211,87
1235,67
1241,86
1226,8
1211,18
1199,45
1211,82
1233,69
1252,37
1249,59
1223,5
1193,59
1177,97
1187,03
1207,97
1235,07
1236,56
1217,09
1200,16
1188,82
1204,74
1241,9
1268,52
1265,22
1238,02
1200,54
1176,04
1186,13
1216,72
1242,17
1238,92
1208,96
1182,3
1167,24
1197,68
1243,69
1276,61
1273,82
1240,73
1198,37
1165,28
1189,3
1224,4
1258,8
1250,58
1215,31
1164,8
1141,14
1175,3
1230,95
1277,9
1290,34
1265,48
1199,42
1167,72
1183,18
1229,8
1264,32
1272,54
1213,06
1159,64
1155,62
1175,02
1221,3
1270,8
1268,3
1203,24
1182,22
1131,26
1253,59
1262,17
1398,98
1228,56
1219,36
1125,72
1093,36
1134,62
1234,92
1317,49
1318,18
1223,78
1137,89
1103,93
1167,2
1277,48
1364,77
1356,96
1228,88
1112,22
1061,58
1138,15
1274,48
1376,84
1297,7
1191,71
1092,46
1022,11
1145,49
1353,05
1439,43
1377,15
1249
1026,37
960,61
1103,65
1344,24
1465,72
1438,5
1155,21
897,43
1045,65
1219,46
1339,06
1484,91
1321,86
524,16
125,91
710,83
1359,17
1777,38
1754,69
1108,39
568,83
347,76
345,1
345,94
345,46
344,22
342,72
343,39
345,08
345,89
346,11
344,48
342,54
343,02
345,24
347,38
345,63
342,37
341,74
343,88
347,51
347,55
345,06
343,37
342,93
344,3
346,02
345,64
344,35
342,87
341,99
344,72
347,31
347,9
345,74
340,73
341,36
345,73
348,37
346,99
341,09
341,61
344,86
344,59
345,34
346,77
346,31
343,22
341,5
344,07
347,57
347,47
344,49
342,79
345,2
347,62
346,3
343,32
341,58
344,24
346,17
346,02
346,45
346,04
344,42
341,96
341,47
343,35
343,92
340,67
335,57
333,94
336,43
338,09
337,08
333,17
330,22
331,32
331,95
329,34
326,8
325,22
324,58
323,1
321,2
320,33
319,43
316,22
312,18
312,74
316,46
317,01
313,05
308,16
307,98
310,71
310,63
306,85
304,32
305,17
305,58
304,44
303,23
304,06
303,7
299,06
294,22
294,23
297,25
297,11
291,3
289,34
291,65
295,2
291,82
285,5
287,05
291,27
290,11
284,6
282,08
286,13
286,48
280,84
277,27
277,7
278,82
279,53
280,64
283,79
283,22
277,45
267,96
262,18
265,21
270,41
267,9
257,27
251,93
262,71
273,52
270,06
261,54
258,47
264,45
262,75
254,88
249,77
243,26
239,57
246,22
258,54
265,44
258,86
247,04
241,98
245,98
254,63
257,76
