2213,05
2210,52
2206,96
2202,04
2186,25
2179,35
2185,31
2184,97
2183,58
2196,75
2199,81
2193,28
2190,98
2191,73
2192,29
2191,63
2192,2
2194,46
2194,85
2193,85
2193,5
2192,11
2189,86
2189,62
2190,51
2191,4
2192,42
2193,04
2193,44
2193,04
2192,26
2191,53
2190,34
2190,46
2191,1
2192,36
2193,77
2194,1
2193,28
2193,18
2193,07
2192,03
2191,5
2191,65
2191,68
2191,85
2192,08
2192,1
2192,44
2192,55
2190,7
2189,81
2191,08
2192,04
2192,2
2193,57
2193,18
2190,53
2190,52
2192,25
2192,28
2192,7
2195,61
2195,16
2191,82
2191,71
2192,32
2189,99
2189,84
2193,19
2194,12
2193,25
2193,94
2193,7
2190,74
2188,49
2188,25
2188,44
2190,3
2193,67
2196,98
2197,37
2194,3
2190,75
2188,33
2187,84
2189,15
2192,68
2195,79
2196,52
2196,27
2194,32
2190,49
2186,96
2187,05
2189,11
2190,88
2194,28
2197,47
2196,92
2193,15
2190,4
2187,94
2186,33
2189,15
2192,86
2196,35
2198,4
2197,1
2193,78
2190,68
2188,4
2187,16
2188,85
2192,6
2195,79
2196,9
2196,63
2193,24
2189,11
2187,06
2186,48
2188,62
2192,93
2195,97
2195,53
2194,84
2193,83
2190
2187,86
2189,61
2191,12
2191,5
2194,49
2197,44
2195,47
2192,44
2191,23
2189,27
2188,36
2191,19
2192,68
2193,47
2195,74
2194,64
2191,01
2189,91
2190,42
2186,33
2187,18
2195,32
2196,46
2194,35
2198,77
2197,38
2185,19
2183,62
2191,2
2189,62
2190,65
2200,84
2200,49
2192,34
2192,28
2191,62
2185,75
2186,24
2190,14
2193,94
2196,38
2196,43
2193,96
2190,74
2188,06
2187,13
2188,07
2191,15
2194,77
2196,57
2197,82
2195,94
2191,8
2188,9
2187,54
2188,6
2191,55
2195,97
2198,01
2197,92
2195,88
2191,09
2186,21
2184,42
2185,5
2187,71
2192,75
2197,97
2200,08
2198,5
2194,09
2188,35
2183,57
2184,51
2188,46
2193,81
2198,93
2201,14
2197,87
2192,96
2190,08
2186,96
2186,17
2189,9
2193,53
2195,16
2197,36
2195,95
2189,84
2187,39
2187,29
2186,02
2189,02
2196,5
2199,12
2197
2195,71
2192,76
2187,35
2185,35
2188,82
2192,31
2194,59
2196,89
2196,75
2195,45
2193,95
2191,64
2188,64
2188,5
2188,9
2188,45
2192,32
2197,64
2196,94
2192,86
2191,79
2190,08
2187,18
2188,76
2193,23
2194,04
2192,55
2193,66
2193,8
2192,28
2191,44
2191,81
2192,88
2194,67
2195,62
2193,4
2191,35
2190,66
2188,42
2187,11
2191,75
2196,27
2194,06
2192,9
2194
2191,69
2189,53
2191,49
2191,85
2188,57
2189,01
2191,34
2193,66
2198,45
2201,84
2196,93
2190,28
2188,64
2185,53
2184,29
2190,82
2195,28
2194,87
2197,42
2198,13
2191,19
2189,15
2191,16
2186,27
2185,68
2193,88
2195,74
2192,3
2195,54
2194,19
2186,46
2188,23
2194,24
2193,04
2195,61
2198,91
2195,02
2191,73
2187,92
2184,62
2186,18
2192,87
2197,99
2198,41
2197,13
2194,42
2190,09
2186,79
2186,58
2187,28
2188,56
2191,82
2195,07
2197,21
2198,2
2196,93
2192,3
2187,12
2185,9
2186,62
2190,06
2195,91
2198,02
2195,74
2193,8
2192,54
2189,17
2189,71
2193,32
2193,06
2191,26
2193,75
2193,62
2189,82
2189,85
2190,34
2188,97
2191,32
2195,72
2196,52
2196,06
2196,14
2192,63
2189,71
2187,84
2186,56
2187,33
2191,4
2195,87
2198,05
2198,15
2196,78
2193,35
2189,1
2186,11
2185,8
2188,2
2190,89
2192,88
2195,58
2197,88
2196,9
2193,38
2191,31
2189,98
2188,2
2188,62
2191,49
2193,73
2193,56
2192,53
